ID,PlateNumber,VINNumber,Make,Model,Year,Trim,BodyStyle,Engine,Birthplace,Nickname
589372943478554624,CEA4320,1NXBR12E11Z523305,Toyota,Corolla CE / LE / S,2001,-,Sedan 4D,1.8L I4 EFI,United States,Corolla CE / LE / S
589372943478554624,G765HA,1HTGSSNT1FH529591,International,WorkStar 7600,2015,-,SBA,V8 DIESEL,UNITED STATES,WorkStar 7600
589372943478554624,3AH8130,WDDHF5GB2BA507698,Mercedes-Benz,E Class E350,2011,-,Luxury Sedan / Sedan 4D,3.5L V6 FI / SFI,Germany,E Class E350
589372943478554624,CJS9488,1C3CCCBB9FN725777,Chrysler,200 S,2015,-,Sedan 4D,2.4L I4 SMPI,United States,200 S
589372943478554624,CDF8372,3N1AB7AP1DL698763,Nissan,Sentra FE+S / FE+SV / S / SL / SR / SV,2013,-,Sedan 4D,1.8L I4 SMPI,Mexico,Sentra FE+S / FE+SV / S / SL / SR / SV
589372943478554624,CXA5XF,5FNRL38656B450844,Honda,Odyssey EX-L,2006,-,Wagon 4D,3.5L V6 MPI,United States,Odyssey EX-L
589372943478554624,CRV2391,5TFRM5F16GX096453,Toyota,Tundra SR / SR5,2016,-,Double Cab 4D,4.6L V8 EFI,United States,Tundra SR / SR5
589372943478554624,CJ13936,1FDUF5GT5CEA71162,Ford,F550 Super Duty ,2012,-,Regular Cab Chassis,6.7L V8 Diesel,United States,F550 Super Duty 
589372943478554624,73A70E,KMHDH4AE1CU360575,Hyundai,Elantra GLS / Limited,2012,-,Sedan 4D,1.8L I4 MPI,South Korea,Elantra GLS / Limited
589372943478554624,CRE8488,5TDBZRFH2KS705477,Toyota,Highlander LE / LE Plus,2019,LE Plus,SUV 4D,3.5L V6 DI,United States,Highlander LE / LE Plus
589372943478554624,BZA3GF,4S4BTGUD1N3151324,Subaru,Outback Wilderness,2022,-,Wagon 4D,2.4L H4 DI,United States,Outback Wilderness
589372943478554624,NOQRTR,1J4NF1GB4BD243513,Jeep,Patriot ,2011,-,SUV 4D,2.4L I4 SFI,United States,Patriot 
589372943478554624,102RHB,1C4BJWDG3HL737140,Jeep,Wrangler Unlimited Sport,2017,-,SUV 4D,3.6L V6 MPI,United States,Wrangler Unlimited Sport
589372943478554624,XXA7VC,JF2SJGDCXFH825624,Subaru,Forester 2.0 XT Premium,2015,-,SUV 4D,2.0L H4 DI,Japan,Forester 2.0 XT Premium
589372943478554624,CDL4005,1VWBT7A3XGC011823,Volkswagen,Passat SE,2016,-,Sedan 4D,1.8L I4 DI,United States,Passat SE
589372943478554624,BSK4250,1G1ZA5EU3BF375502,Chevrolet,Malibu LS,2011,-,Sedan 4D,2.4L I4 SFI,United States,Malibu LS
589372943478554624,YXA5EE,7FART6H8XME037516,Honda,CR-V Hybrid EX-L,2021,-,SUV 4D,2.0L I4 DI,United States,CR-V Hybrid EX-L
589372943478554624,BWL1106,4T3BA3BBXDU043526,Toyota,Venza LE / XLE,2013,-,SUV 4D,2.7L I4 SFI,United States,Venza LE / XLE
589372943478554624,58A0C2A,JN8AT2MV4HW027924,Nissan,Rogue S / SL / SV,2017,-,SUV 4D,2.5L I4 MPI,Japan,Rogue S / SL / SV
589372943478554624,841KJD,4T1BE46K07U510731,Toyota,Camry CE / LE / SE / XLE,2007,-,Sedan 4D,2.4L I4 SFI,United States,Camry CE / LE / SE / XLE
589372943478554624,BFG4979,2C4RC1DG9HR529234,Chrysler,Pacifica Touring,2017,-,Wagon 4D,3.6L V6 MPI,Canada,Pacifica Touring
589372943478554624,CJJ6446,1FMJK1J57BEF22382,Ford,Expedition King Ranch EL / XLT EL,2011,-,SUV 4D,5.4L V8 SMPI,United States,Expedition King Ranch EL / XLT EL
589372943478554624,063WRJ,1FADP3L95DL249736,Ford,Focus ST,2013,-,Hatchback 4D,2.0L I4 DI,United States,Focus ST
589372943478554624,AGA02C,1GTW7AFF3H1344869,GMC,Savana 2500 ,2017,-,Cargo Van 3D,4.8L V8 SFI,United States,Savana 2500 
589372943478554624,GDA0LC,1C4PJLAK1CW189272,Jeep,Liberty Sport,2012,-,SUV 4D,3.7L V6 MPI,United States,Liberty Sport
589372943478554624,008VHE,JM1BK323161495548,Mazda,Mazda3 s,2006,-,Sedan 4D,2.3L I4 MPI,Japan,Mazda3 s
589372943478554624,CKW3629,JM1GJ1W5XF1203386,Mazda,Mazda6 i Grand Touring,2015,-,Sedan 4D,2.5L I4 DI,Japan,Mazda6 i Grand Touring
589372943478554624,CBC0458,WDCGG5HB6DF988606,Mercedes-Benz,GLK Class GLK350,2013,-,SUV 4D,3.5L V6 FI,Germany,GLK Class GLK350
589372943478554624,BXS7760,2G1WL52J111268011,Chevrolet,Lumina ,2001,-,Sedan 4D,3.1L V6 SFI,Canada,Lumina 
589372943478554624,ASM1218,5N1AA08A66N704130,Nissan,Armada LE / SE,2006,-,SUV 4D,5.6L V8 MPI,United States,Armada LE / SE
589372943478554624,RAA8AZA,SJKCH5CP2KA008977,Infiniti,QX30 Essential / Luxe / Pure / Sport,2019,-,SUV 4D,2.0L I4 DI,United Kingdom,QX30 Essential / Luxe / Pure / Sport
589372943478554624,BATJAH,5YFBURHE2FP312790,Toyota,Corolla L / LE / LE Plus / LE Premium / S / S Plus / S Premium,2015,-,Sedan 4D,1.8L I4 EFI,United States,Corolla L / LE / LE Plus / LE Premium / S / S Plus / S Premium
589372943478554624,7PA6AEA,5XYZT3LB0JG569519,Hyundai,Santa Fe Sport ,2018,-,SUV 4D,2.4L I4 DI,United States,Santa Fe Sport 
589372943478554624,BYDU60,JTEZU5JRXG5141964,Toyota,4Runner Limited / SR5 / SR5 Premium,2016,-,SUV 4D,4.0L V6 EFI,Japan,4Runner Limited / SR5 / SR5 Premium
589372943478554624,6AAJ46,1GC1KSEY6KF206156,Chevrolet,Silverado 2500 LT,2019,LT,Crew Cab / LWB / SWB 4D,6.6L V8 DI,United States,Silverado 2500 LT
589372943478554624,ALEYVA,3GKALMEV7LL155857,GMC,Terrain SLE,2020,SLE,SUV 4D,1.5L I4 DI,Mexico,Terrain SLE
589372943478554624,LLJ375,JTEBU5JR0L5818273,Toyota,4Runner Limited / Nightshade / SR5 / SR5 Premium / TRD Offroad / TRD Offroad Premium / TRD Pro / Venture,2020,Limited,SUV 4D,4.0L V6 EFI,Japan,4Runner Limited / Nightshade / SR5 / SR5 Premium / TRD Offroad / TRD Offroad Premium / TRD Pro / Venture
589372943478554624,S1A97F,5NPEB4AC4CH489459,Hyundai,Sonata GLS / Limited,2012,-,Sedan 4D,2.4L I4 DI,United States,Sonata GLS / Limited
589372943478554624,CJA1DLA,1VWBP7A31CC083749,Volkswagen,Passat SE,2012,-,Sedan 4D,2.5L I5 MPI,United States,Passat SE
589372943478554624,NSA23D,KMHCT4AE6FU891821,Hyundai,Accent GLS,2015,-,Sedan 4D,1.6L I4 DI,South Korea,Accent GLS
589372943478554624,CRA0227,5XYKU4A75EG483986,Kia,Sorento EX,2014,-,SUV 4D,3.3L V6 DI,United States,Sorento EX
589372943478554624,TAA1WF,1C4RJKBG3M8192872,Jeep,Grand Cherokee,2021,L (WL),,3.6 6,United States,Grand Cherokee
589372943478554624,CAV8870,JF2SJADC5FG513519,Subaru,Forester 2.5i Premium,2015,-,SUV 4D,2.5L H4 MPI,Japan,Forester 2.5i Premium
589372943478554624,BTB4489,3GCUKREC9EG364245,Chevrolet,Silverado 1500 LT / LT Z71,2014,-,Crew Cab / LWB / SWB 4D,5.3L V8 DI,Mexico,Silverado 1500 LT / LT Z71
